CRN,Course,Section,Title,Hours,Area of LLC,Type,Days,Time,Location,Instructor,Seats Still Available,STATUS,Enrolled,Capacity,Reserved,Reserved Available,Unreserved,Unreserved Available,
"9336","SA 300","S12","SA: TEAN at Korea University","0","","Lec","","","ARR ","","0","Closed","1","1","","","","",
"9337","SA 300","S13","SA: The Centro-Duke University","0","","Lec","","","ARR ","","0","Closed","1","1","","","","",
"9404","SA 300","S14","SA: Richmond Amer Intl Uni Lon","0","","Lec","","","ARR ","","-1","Closed","1","0","","","","",
"9359","SAXO 131","1","Applied Music: Saxophone","1","","Lab","","","ARR ","Hammers, Jason","-2","Closed","2","0","","","","",
"9282","SAXO 231","1","Applied Music: Saxophone","1","","Lab","","","ARR ","Hammers, Jason","-1","Closed","1","0","","","","",
"9283","SAXO 431","1","Applied Music: Saxophone","1","","Lab","","","ARR ","Hammers, Jason","-1","Closed","1","0","","","","",
"9284","SAXO 433","1","Applied Music: Saxophone","2","","Lab","","","ARR ","Hammers, Jason","-1","Closed","1","0","","","","",
"8532","SOCL 201","1M","Global Social Problems","3","  AIGM","Lec","TR","0930-1045","FORBES 2070A","Bennett, Mouse","1","Open","23","24","","","","",
"8533","SOCL 201","2M","Global Social Problems","3","  AIGM","Lec","W","1800-2045","LUTR 167","Salimi, Khadijeh","0","Closed","24","24","","","","",
"8534","SOCL 205","1C","Sociological Foundations","3","","Lec","MWF","0800-0850","LUTR 242","Lewis, Michael","6","Open","29","35","","","","",
"8536","SOCL 205","2","Sociological Foundations","3","","Lec","MWF","0900-0950","LUTR 242","Lewis, Michael","2","Open","33","35","","","","",
"8539","SOCL 303","1","Reimagining the Family","3","","Lec","TR","1100-1215","LUTR 170","Reddy, Shilpa","1","Open","18","19","","","","",
"9258","SOCL 303","2","Reimagining the Family","3","","Lec","TR","1500-1615","MCM 200D","Reddy, Shilpa","0","Closed","15","15","","","","",
"9388","SOCL 303","3","Reimagining the Family","3","","Lec","TR","1330-1445","MCM 200D","Reddy, Shilpa","4","Open","11","15","","","","",
"8540","SOCL 306","1","Social Psychology","3","","Lec","MWF","1300-1350","FORBES 2074","Hart, Jason","8","Open","11","19","","","","",
"8541","SOCL 306","2","Social Psychology","3","","Lec","MWF","1500-1550","FORBES 2070A","Hart, Jason","15","Open","4","19","","","","",
"9252","SOCL 309","1","Migration Displacmnt &amp; Refugee","3","  AIGM","Lec","MW","1600-1715","LUTR 269","Timmer, Andria","2","Open","8","10","","","","",
"8542","SOCL 314","1","Education, Culture and Society","3","","Lec","TR","1330-1445","LUTR 167","Rochmes, Jane","1","Open","18","19","","","","",
"8543","SOCL 314","2","Education, Culture and Society","3","","Lec","MW","1600-1715","LUTR 376","Baird, Andrew","5","Open","30","35","","","","",
"8544","SOCL 314L","1","Educ, Culture and Society Lab","1","","Lab","M","1100-1215","FORBES 2088","Powell, Linda","-1","Closed","13","12","","","","",
"8547","SOCL 314L","3","Educ, Culture and Society Lab","1","","Lab","W","1500-1615","LUTR 137","Brown, Rebecca","9","Open","3","12","","","","",
"9259","SOCL 316","1","Race, Ethnicity &amp; Racism","3","","Lec","TR","1500-1615","LUTR 167","Rochmes, Jane","4","Open","15","19","","","","",
"8548","SOCL 320","1","Media and Popular Culture","3","","Lec","MW","1600-1715","LUTR 167","Waldron, Linda","1","Open","18","19","","","","",
"8550","SOCL 340","1","Statistics for Social Research","3","","Lec","MWF","1000-1050","LUTR 157","Harris, Jaime","-3","Closed","20","17","","","","",
"8551","SOCL 340","2","Statistics for Social Research","3","","Lec","MWF","1400-1450","LUTR 157","Harris, Jaime","-2","Closed","19","17","","","","",
"8552","SOCL 390","1","WI: Sociological Theory","3","  WI","Lec","MWF","1100-1150","FORBES 3014","Lewis, Michael","4","Open","13","17","","","","",
"9244","SOCL 395","1","SPC TP: Women &amp; Crime","3","","Lec","T","1800-2045","FORBES 2070D","Snell, Julie","1","Open","9","10","","","","",
"8553","SOCL 470","1","WI: Methods of Inquiry","3","  WI","Lec","TR","1100-1215","LUTR 167","Harris, Jaime","1","Open","9","10","","","","",
"8554","SOCL 470","2","WI: Methods of Inquiry","3","  WI","Lec","TR","1330-1445","MCM 200B","Harris, Jaime","1","Open","9","10","","","","",
"8555","SOCL 490","1","WI:Senior Seminar","3","  WI","Lec","TR","0930-1045","LUTR 157","Baird, Andrew","2","Open","15","17","","","","",
"8556","SOCL 490","2","WI:Senior Seminar","3","  WI","Lec","TR","0930-1045","LUTR 167","Waldron, Linda","2","Open","15","17","","","","",
"8557","SOCL 491","1","Internship in Sociology","3","","Int","","","ARR ","Briddell, Laine","-4","Closed","4","0","","","","",
"9401","SOCL 492","1","IND ST: Food Study Manuscript","3","","Ind","","","ARR ","Baird, Andrew","-1","Closed","1","0","","","","",
"8567","SOCL 501","1","Multicultural Diversity &amp; Educ","3","","Lec","T","1630-1915","LUTR 131","Baird, Andrew","10","Open","9","19","","","","",
"8569","SOCL 501","2","Multicultural Diversity &amp; Educ","3","","Lec","R","1630-1915","LUTR 131","Baird, Andrew","1","Open","18","19","","","","",
"8558","SOWK 201","1","Intro to Soc Work &amp; Soc Welf","3","","Lec","TR","1630-1745","FORBES 2074","Valutis, Stephanie","8","Open","31","39","","","","",
"8559","SOWK 210","1","Human Behavior I","3","","Lec","TR","0800-0915","LUTR 242","Valutis, Stephanie","2","Open","37","39","","","","",
"8560","SOWK 301","1","Social Work Practice I","3","","Lec","TR","1330-1445","LUTR 347","Russett, Jill","6","Open","23","29","","","","",
"8561","SOWK 301L","1","Prac I Lab and Jr Field Inst","2","","Lab","TR","0930-1215","TRIB 208","Russett, Jill","6","Open","23","29","","","","",
"8562","SOWK 303","1","Social Work Practice III","3","","Lec","M","1800-2045","TRIB 208","Cooper, Teresa","6","Open","23","29","","","","",
"8563","SOWK 401","1","Field Instruction I","6","","Pra","M","1200-1350","MCM 300B","Griffiths, Diane","3","Open","5","8","","","","",
"8564","SOWK 401","2","Field Instruction I","6","","Pra","W","1200-1350","MCM 300B","Griffiths, Diane","2","Open","6","8","","","","",
"8565","SOWK 401","3","Field Instruction I","6","","Pra","W","1200-1350","MCM 200B","Russett, Jill","2","Open","6","8","","","","",
"8566","SOWK 493","1","Methds of Social Work Research","3","","Lec","W","1800-2045","FORBES 2012","Valutis, Stephanie","0","Closed","17","17","","","","",
"8763","SPAN 101","1R","Beginning Spanish I","3","","Lec","MWF","0800-0850","MCM 207","Shaw, Stephen","1","Open","18","19","","","","",
"8764","SPAN 101","2R","Beginning Spanish I","3","","Lec","MWF","0900-0950","MCM 207","Shaw, Stephen","0","Closed","19","19","","","","",
"8765","SPAN 101","3R","Beginning Spanish I","3","","Lec","MWF","1400-1450","MCM 260","Freeman, Donna","1","Open","22","23","","","","",
"8766","SPAN 101","4R","Beginning Spanish I","3","","Lec","MWF","1500-1550","MCM 260","Freeman, Donna","0","Closed","19","19","","","","",
"8767","SPAN 101","5R","Beginning Spanish I","3","","Lec","MWF","1000-1050","MCM 207","Deller, Camelia","3","Open","16","19","","","","",
"8768","SPAN 102","1R","Beginning Spanish II","3","","Lec","MWF","0800-0850","MCM 366","Valdez, Elena","0","Closed","19","19","","","","",
"8769","SPAN 102","2R","Beginning Spanish II","3","","Lec","MWF","1100-1150","MCM 257","Valdez, Elena","2","Open","21","23","","","","",
"8770","SPAN 102","3R","Beginning Spanish II","3","","Lec","MWF","1300-1350","FORBES 2088","Valdez, Elena","3","Open","16","19","","","","",
"8781","SPAN 200","10","Eff Comm in Spanish","3","  LLFL","Lec","TR","1500-1615","MCM 357","Jelambi, Graciela","1","Open","18","19","","","","",
"8782","SPAN 200","11","Eff Comm in Spanish","3","  LLFL","Lec","TR","1630-1745","MCM 357","Jelambi, Graciela","1","Open","18","19","","","","",
"8783","SPAN 200","12C","Eff Comm in Spanish","3","  LLFL","Lec","TR","0800-0915","MCM 257","Poosson, Sylvain","4","Open","15","19","","","","",
"8784","SPAN 200","13M","Eff Comm in Spanish","3","  LLFL","Lec","TR","0930-1045","MCM 257","Poosson, Sylvain","0","Closed","19","19","","","","",
"8785","SPAN 200","14C","Eff Comm in Spanish","3","  LLFL","Lec","TR","1800-1915","MCM 260","Mock, Kathia","2","Open","17","19","","","","",
"8786","SPAN 200","15R","Eff Comm in Spanish","3","  LLFL","Lec","MW","1800-1915","MCM 160","Caballero, Sandra","0","Closed","19","19","","","","",
"8787","SPAN 200","16R","Eff Comm in Spanish","3","  LLFL","Lec","TR","1630-1745","MCM 257","Mock, Kathia","0","Closed","19","19","","","","",
"8771","SPAN 200","1C","Eff Comm in Spanish","3","  LLFL","Lec","TR","1100-1215","MCM 216","Varo Varo, Alonso","3","Open","16","19","","","","",
"8772","SPAN 200","2R","Eff Comm in Spanish","3","  LLFL","Lec","TR","1330-1445","MCM 364","Varo Varo, Alonso","0","Closed","19","19","","","","",
"8774","SPAN 200","3","Eff Comm in Spanish","3","  LLFL","Lec","MWF","1500-1550","MCM 307","Anzzolin, Kevin","2","Open","17","19","","","","",
"8775","SPAN 200","4R","Eff Comm in Spanish","3","  LLFL","Lec","TR","1930-2045","MCM 307","Aponte-Hart, Gracie","1","Open","18","19","","","","",
"8776","SPAN 200","5R","Eff Comm in Spanish","3","  LLFL","Lec","TR","1800-1915","MCM 357","Poosson, Sylvain","2","Open","17","19","","","","",
"8777","SPAN 200","6C","Eff Comm in Spanish","3","  LLFL","Lec","MWF","0900-0950","MCM 164","Anzzolin, Kevin","0","Closed","19","19","","","","",
"8778","SPAN 200","7","Eff Comm in Spanish","3","  LLFL","Lec","MWF","1200-1250","MCM 360","Freeman, Donna","0","Closed","19","19","","","","",
"8779","SPAN 200","8M","Eff Comm in Spanish","3","  LLFL","Lec","MWF","1100-1150","MCM 207","Deller, Camelia","2","Open","17","19","","","","",
"8780","SPAN 200","9R","Eff Comm in Spanish","3","  LLFL","Lec","MWF","1300-1350","MCM 162","Deller, Camelia","0","Closed","19","19","","","","",
"8788","SPAN 201","1R","Intermediate Spanish I","3","  LLFL","Lec","TR","1100-1215","MCM 164","Pauw, Andrea","9","Open","10","19","","","","",
"8789","SPAN 201","2R","Intermediate Spanish I","3","  LLFL","Lec","TR","1500-1615","MCM 160","Pauw, Andrea","5","Open","14","19","","","","",
"8790","SPAN 201","3R","Intermediate Spanish I","3","  LLFL","Lec","TR","0930-1045","MCM 364","Miller, Elaine","10","Open","9","19","","","","",
"8791","SPAN 202","1R","Intermediate Spanish II","3","  LLFL","Lec","TR","1100-1215","MCM 364","Miller, Elaine","9","Open","10","19","","","","",
"8792","SPAN 301","1R","Grammar and Composition","3","  LLFL","Lec","TR","1100-1215","MCM 360","Gordon, Rocio","3","Open","16","19","","","","",
"8794","SPAN 301","3R","Grammar and Composition","3","  LLFL","Lec","TR","1330-1445","MCM 307","Miller, Elaine","2","Open","17","19","","","","",
"8795","SPAN 308","1R","Conversation via Cinema","3","  LLFL","Lec","MWF","1000-1050","MCM 257","Valdez, Elena","3","Open","16","19","","","","",
"9304","SPAN 308","2","Conversation via Cinema","3","  LLFL","Lec","TR","1500-1615","MCM 162","Gordon, Rocio","11","Open","8","19","","","","",
"8796","SPAN 314","1","Business Spanish","3","  LLFL","Lec","MWF","1200-1250","MCM 316","Anzzolin, Kevin","2","Open","17","19","","","","",
"8797","SPAN 330","1","Spanish in the Community","3","  LLFL","Lec","MWF","1300-1350","MCM 316","Anzzolin, Kevin","8","Open","11","19","","","","",
"8798","SPAN 353","1","Intro to Spanish Literature","3","  AIWT  LLFL","Lec","TR","1330-1445","MCM 357","Pauw, Andrea","8","Open","11","19","","","","",
"8801","SPAN 538","1","Apprenticeship in Teaching","3","  LLFL","Pra","","","ARR ","Grau, Michelle","0","Closed","1","1","","","","",
"9104","TCHG 510","1","Internship","8","","Int","","","ARR ","VanDervort, Dorothy","3","Open","0","3","","","","",
"9102","TCHG 518L","1","Secondary &amp; PK-12 Fld Practicm","1","","Pra","T","1500-1550","FORBES 2012","VanDervort, Dorothy","4","Open","14","18","","","","",
"9103","TCHG 518L","2","Secondary &amp; PK-12 Fld Practicm","1","","Pra","W","1500-1550","MCM 357","Ward, Karyn","10","Open","8","18","","","","",
"8861","THEA 130","1","Private Voice","1 - 2","","Lec","","","ARR ","Ruffer, Colin","-32","Closed","32","0","","","","",
"8862","THEA 130","2","Private Voice","1 - 2","","Lec","","","ARR ","Cullin, Amanda","-6","Closed","6","0","","","","",
"8863","THEA 130","3","Private Voice","1 - 2","","Lec","","","ARR ","Woods, Jennifer","-9","Closed","9","0","","","","",
"8864","THEA 151","1","The Designer&#39;s lmagination","3","  AICE","Stu","TR","1330-1445","FERG 223","Jones, Kenton","2","Open","16","18","","","","",
"9187","THEA 210","1M","The Dramatic Impulse","3","  AICE","Lec","MWF","1100-1150","FERG 221","Bible, Ryan","2","Open","24","26","","","","",
"9188","THEA 210","2M","The Dramatic Impulse","3","  AICE","Lec","TR","0930-1045","FERG 221","Jones, Kenton","1","Open","25","26","","","","",
"8866","THEA 232","1M","Acting I","3","  AICE","Lec","MW","1430-1545","FERG T107","Stetkevych, Julian","1","Open","17","18","","","","",
"8867","THEA 232","2R","Acting I","3","  AICE","Lec","TR","1500-1615","FERG T107","Insley, Amy","1","Open","17","18","","","","",
"8868","THEA 232","3","Acting I","3","  AICE","Lec","MW","1600-1715","FERG T107","Insley, Amy","4","Open","14","18","","","","",
"8869","THEA 250","1","Scene Design and Technology","3","  AICE","Lec","TR","1100-1215","FERG 223","Sweet, Tanya","2","Open","16","18","","","","",
"8870","THEA 250L","1","Backstage Practicum","1","","Lab","","","ARR ","Sweet, Tanya","-10","Closed","34","24","","","","",
"8871","THEA 252","1R","Costume Design and Technology","3","","Lec","MW","0930-1045","FERG 222","Jaremski, Kathleen","4","Open","15","19","","","","",
"8878","THEA 258","1","Makeup for the Theater","3","","Lec","MW","1100-1215","FERG 222","Jaremski, Kathleen","2","Open","10","12","","","","",
"8872","THEA 310","1","Theater History I","3","","Lec","MWF","1500-1550","FERG 210","St. Peter, Richard","-2","Closed","28","26","","","","",
"8873","THEA 333","1","Acting II","3","","Lec","TR","1100-1215","FERG T107","Lloyd, Gregg","3","Open","9","12","","","","",
"8874","THEA 333","2","Acting II","3","","Lec","MW","1300-1415","FERG T107","Stetkevych, Julian","-4","Closed","16","12","","","","",
"8876","THEA 338","1","Intro to Stage Combat-Unarmed","3","","Lec","TR","1330-1445","FERG T107","Lloyd, Gregg","-4","Closed","16","12","","","","",
"8877","THEA 346","1","History of Musical Theater","3","","Lec","TR","1100-1215","FERG 208","Lloyd, Laura","10","Open","16","26","","","","",
"8880","THEA 356","1","Lighting Design","3","","Lec","MW","1300-1415","FERG 223","Bible, Ryan","3","Open","13","16","","","","",
"8881","THEA 380","1","Production","0 - 3","","Pra","MTWRF","1900-2300","ARR ","Lloyd, Gregg","-13","Closed","13","0","","","","",
"8882","THEA 380","2","Production","0 - 3","","Pra","MTWRF","1900-2300","ARR ","Insley, Amy","-13","Closed","13","0","","","","",
"8879","THEA 451","1","Stage Management","3","","Lec","TR","0930-1045","FERG 223","Sweet, Tanya","2","Open","14","16","","","","",
"8884","THEA 492","1","Arts Admin Internship","3","","Int","","","ARR ","Bellecci, Ann","-2","Closed","2","0","","","","",
"8885","THEA 498","1","Thesis Project","3","","Lec","","","ARR ","Sweet, Tanya","11","Open","15","26","","","","",
"9340","THEA 499","1","IND ST: Assistant Fight Direct","1","","Ind","","","ARR ","Lloyd, Gregg","-1","Closed","1","0","","","","",
"9362","THEA 499","2","IND ST: Adv Actor-Combatant","1","","Ind","","","ARR ","Lloyd, Gregg","-2","Closed","2","0","","","","",
"9413","THEA 499","3","IND ST: Advanc Lighting Design","3","","Ind","","","ARR ","Bible, Ryan","-1","Closed","1","0","","","","",
"9442","THEA 499","4","IND ST: Actor Combat - Add Qrt","1","","Ind","","","ARR ","Lloyd, Gregg","-1","Closed","1","0","","","","",
"9285","TRMB 134","1","Applied Music: Trombone","2 - 3","","Lab","","","ARR ","Espy, Christopher","-1","Closed","1","0","","","","",
"9286","TRMB 431","1","Applied Music: Trombone","1","","Lab","","","ARR ","Espy, Christopher","-1","Closed","1","0","","","","",
"9287","TRPT 130","1","Applied Music: Trumpet","1 - 2","","Lab","","","ARR ","Nixon, Mark","-2","Closed","2","0","","","","",
"9288","TRPT 231","1","Applied Music: Trumpet","1","","Lab","","","ARR ","Nixon, Mark","-1","Closed","1","0","","","","",
"9289","TRPT 433","1","Applied Music:  Trumpet","2","","Lab","","","ARR ","Nixon, Mark","-1","Closed","1","0","","","","",
"9290","VIOL 233","1","Applied Music: Violin","2","","Lab","","","ARR ","Havens, Allegra","-1","Closed","1","0","","","","",
"9360","VOIC 131","1","Applied Music: Voice","1","","Lab","","","ARR ","McGuire, John","-4","Closed","4","0","","","","",
"9361","VOIC 133","1","Applied Music: Voice","2","","Lab","","","ARR ","McGuire, John","-1","Closed","1","0","","","","",
"9291","VOIC 231","1","Applied Music: Voice","1","","Lab","","","ARR ","Holland, Rachel","-1","Closed","1","0","","","","",
"9292","VOIC 231","2","Applied Music: Voice","1","","Lab","","","ARR ","McGuire, John","-1","Closed","1","0","","","","",
"9293","VOIC 232","1","Applied Music: Voice","1","","Lab","","","ARR ","McGuire, John","-2","Closed","2","0","","","","",
"9418","VOIC 331","1","Applied Music: Voice","1","","Lab","","","ARR ","McGuire, John","-1","Closed","1","0","","","","",
"9295","VOIC 431","1","Applied Music: Voice","1","","Lab","","","ARR ","McGuire, John","-3","Closed","3","0","","","","",
"9296","VOIC 433","1","Applied Music: Voice","2","","Lab","","","ARR ","Holland, Rachel","-3","Closed","3","0","","","","",
"9297","VOIC 433","2","Applied Music: Voice","2","","Lab","","","ARR ","McGuire, John","-3","Closed","3","0","","","","",
