CRN,Course,Section,Title,Hours,Area of LLC,Type,Days,Time,Location,Instructor,Seats Still Available,STATUS,Enrolled,Capacity,Reserved,Reserved Available,Unreserved,Unreserved Available,
"9234","COMM 326","3","Media Audiences","3","","Lec","MWF","1400-1450","FORBES 2070E","Kearney, Colin","0","Closed","19","19","","","","",
"9237","COMM 326","4","Media Audiences","3","","Lec","MWF","1500-1550","FORBES 2070E","Kearney, Colin","0","Closed","19","19","","","","",
"9225","COMM 330","1","Commnctng Gender, Race &amp; Class","3","","Lec","TR","0930-1045","TFAC 204","Stern, Danielle","4","Open","15","19","","","","",
"9226","COMM 330","2","Commnctng Gender, Race &amp; Class","3","","Lec","TR","1100-1215","TFAC 204","Stern, Danielle","4","Open","15","19","","","","",
"8460","COMM 335","1","Rhetoric and Politics","3","","Lec","MWF","1300-1350","TRIB 1210","Smith, James","5","Open","14","19","","","","",
"9392","COMM 357","1","Tpcs in Media, Comm &amp; Pop Cult","3","","Lec","MWF","1400-1450","TRIB 1210","Smith, James","2","Open","17","19","","","","",
"8462","COMM 360","1","Health &amp; Medical Communication","3","","Lec","TR","0930-1045","LUTR 139","Veksler, Alice","4","Open","20","24","","","","",
"8463","COMM 366","1","Interpersonal Conflict","3","","Lec","MW","1600-1715","LUTR 139","Roach&#233;, David","5","Open","19","24","","","","",
"9206","COMM 395","1","SPC TP:Comics as Social Critsm","3","","Lec","MWF","1200-1250","LUTR 139","Connable, Sean","0","Closed","26","26","","","","",
"9230","COMM 402","1","Media Research Methods","3","","Lec","MWF","1400-1450","FORBES 2014","Tabbanor, Michelle","7","Open","17","24","","","","",
"8464","COMM 414","1","Adv Relational Communication","3","","Lec","MWF","1300-1350","LUTR 139","Lane, Brianna","7","Open","17","24","","","","",
"8466","COMM 452","1","WI: Sr Research in Comm","3","  WI","Lec","TR","0800-0915","LUTR 139","Veksler, Alice","-14","Closed","14","0","","","","",
"8467","COMM 491","1","Practicum in Communication","1 - 3","","Pra","","","ARR ","Smith, James","-5","Closed","5","0","","","","",
"9445","COMM 499","1","IND ST: Sustainability &amp; Comm","1","","Ind","","","ARR ","Manning, Linda","-1","Closed","1","0","","","","",
"9351","COMP 131","1","Applied Music: Composition","1","","Lab","","","ARR ","Kim, Seung-Hye","-1","Closed","1","0","","","","",
"9265","COMP 231","2","Applied Music: Composition","1","","Lab","","","ARR ","Kim, Seung-Hye","-1","Closed","1","0","","","","",
"9347","COMP 233","1","Applied Music: Composition","2","","Lab","","","ARR ","Tfirn, Maxwell","-1","Closed","1","0","","","","",
"9266","COMP 331","1","Applied Music: Composition","1","","Lab","","","ARR ","Tfirn, Maxwell","-1","Closed","1","0","","","","",
"9267","COMP 431","1","Applied Music: Composition","1","","Lab","","","ARR ","Kim, Seung-Hye","-2","Closed","2","0","","","","",
"9268","COMP 431","2","Applied Music: Composition","1","","Lab","","","ARR ","Tfirn, Maxwell","-2","Closed","2","0","","","","",
"8714","COND 533","1","Applied Music: Conducting","2","","Lab","","","ARR ","Reimer, Mark","-6","Closed","6","0","","","","",
"9269","COND 533","2","Applied Music: Conducting","2","","Lab","","","ARR ","Irving, John","-2","Closed","2","0","","","","",
"9338","COND 534","1","Applied Choral Conducting","2","","Lab","","","ARR ","Tews, Jacob","-1","Closed","1","0","","","","",
"8159","CPEN 214","1","Digital Logic Design","3","","Lec","TR","1630-1745","LUTR 347","Cheney, Lonnie","12","Open","21","33","","","","",
"8160","CPEN 214","2","Digital Logic Design","3","","Lec","TR","0930-1045","LUTR 347","Keshtkar Vanashi, Hessam","4","Open","29","33","","","","",
"8161","CPEN 371","1","WI: Computer Ethics","2","  WI","Lec","MW","1300-1350","LUTR 322","Dewing, Susan","0","Closed","19","19","","","","",
"8162","CPEN 371","2","WI: Computer Ethics","2","  WI","Lec","MW","1600-1650","LUTR 322","Valdez, Katherine","1","Open","18","19","","","","",
"8163","CPEN 371","3","WI: Computer Ethics","2","  WI","Lec","MW","1500-1550","LUTR 322","Valdez, Katherine","0","Closed","19","19","","","","",
"8164","CPEN 371","4","WI: Computer Ethics","2","  WI","Lec","MW","1400-1450","LUTR 322","Dewing, Susan","1","Open","18","19","","","","",
"8165","CPEN 431","1","Computer Engineering Design","3","","Lec","MW","1000-1115","LUTR 204","Wang, Dali","3","Open","16","19","","","","",
"9406","CPEN 497","1","WI: Computer Eng Capstn Dsgn 1","2","  WI","Lec","MWF","1300-1350","LUTR 204","Riedl, Anton; Backens, Jonathan","4","Open","15","19","","","","",
"8168","CPSC 110","1M","Introduction to Computing","3","  LLFR","Lec","MWF","1500-1550","LUTR 258","Jones, Doretha","1","Open","47","48","","","","",
"8169","CPSC 110","2M","Introduction to Computing","3","  LLFR","Lec","MWF","1300-1350","LUTR 258","Davis, Kimberly","1","Open","44","45","","","","",
"8170","CPSC 110","3M","Introduction to Computing","3","  LLFR","Lec","MWF","1400-1450","LUTR 258","Davis, Kimberly","2","Open","43","45","","","","",
"8171","CPSC 110","4M","Introduction to Computing","3","  LLFR","Lec","MW","1800-1915","LUTR 258","Hawkins, Kenneth","1","Open","44","45","","","","",
"8172","CPSC 110","5M","Introduction to Computing","3","  LLFR","Lec","MW","1930-2045","LUTR 258","Hawkins, Kenneth","2","Open","43","45","","","","",
"8173","CPSC 110","6M","Introduction to Computing","3","  LLFR","Lec","MW","2100-2215","LUTR 258","Hawkins, Kenneth","4","Open","41","45","","","","",
"8167","CPSC 140","1","Intro-Comp Prog w/ Multimedia","3","  LLFR","Lec","MWF","1100-1150","LUTR 236","Almalag, Mohammad","2","Open","22","24","","","","",
"9402","CPSC 140","2","Intro-Comp Prog w/ Multimedia","3","  LLFR","Lec","MW","1800-1915","LUTR 323","Singh, Reena","3","Open","16","19","","","","",
"9403","CPSC 140","3","Intro-Comp Prog w/ Multimedia","3","  LLFR","Lec","TR","1800-1915","LUTR 323","Singh, Reena","9","Open","15","24","","","","",
"8174","CPSC 150","1M","Introduction to Programming","3","  LLFR","Lec","MWF","0900-0950","LUTR 236","Singh, Reena","0","Closed","24","24","","","","",
"8175","CPSC 150","2M","Introduction to Programming","3","  LLFR","Lec","MWF","0800-0850","LUTR 236","Singh, Reena","1","Open","23","24","","","","",
"8176","CPSC 150","3M","Introduction to Programming","3","  LLFR","Lec","TR","0930-1045","LUTR 236","Belsky, Daniel","3","Open","21","24","","","","",
"8177","CPSC 150","4","Introduction to Programming","3","  LLFR","Lec","TR","1500-1615","LUTR 236","Belsky, Daniel","1","Open","23","24","","","","",
"8178","CPSC 150","5M","Introduction to Programming","3","  LLFR","Lec","TR","1630-1745","LUTR 236","Belsky, Daniel","0","Closed","24","24","","","","",
"8179","CPSC 150","6M","Introduction to Programming","3","  LLFR","Lec","TR","1800-1915","LUTR 258","Major, Derrick; Belsky, Daniel","3","Open","21","24","","","","",
"8180","CPSC 150L","1R","Intro to Programming Lab","1","","Lab","W","1500-1645","LUTR 323","Belsky, Daniel; Nguyen, Andrew","8","Open","16","24","","","","",
"8181","CPSC 150L","2M","Intro to Programming Lab","1","","Lab","M","1300-1445","LUTR 323","Belsky, Daniel; Kaufman, Jonathan","4","Open","20","24","","","","",
"8182","CPSC 150L","3R","Intro to Programming Lab","1","","Lab","M","1930-2115","LUTR 236","Belsky, Daniel; Kaufman, Jonathan","5","Open","19","24","","","","",
"8183","CPSC 150L","4","Intro to Programming Lab","1","","Lab","W","1200-1345","LUTR 323","Belsky, Daniel; Kaufman, Jonathan","11","Open","13","24","","","","",
"8184","CPSC 150L","5R","Intro to Programming Lab","1","","Lab","M","1500-1645","LUTR 323","Belsky, Daniel; Ramey, Jonathan","6","Open","18","24","","","","",
"8185","CPSC 150L","6M","Intro to Programming Lab","1","","Lab","F","1200-1345","LUTR 323","Singh, Reena; Ramey, Jonathan","4","Open","20","24","","","","",
"8186","CPSC 150L","7R","Intro to Programming Lab","1","","Lab","F","1400-1545","LUTR 323","Singh, Reena; Ramey, Jonathan","1","Open","23","24","","","","",
"8188","CPSC 215","2","Software Pkgs-Busn Applcations","3","","Lec","MW","1600-1715","LUTR 258","Jones, Doretha","2","Open","26","28","","","","",
"8189","CPSC 215","3","Software Pkgs-Busn Applcations","3","","Lec","MWF","1400-1450","LUTR 109","Jones, Doretha","1","Open","27","28","","","","",
"8190","CPSC 215","4","Software Pkgs-Busn Applcations","3","","Lec","MW","1800-1915","LUTR 109","Leybold, Alan","8","Open","20","28","","","","",
"8192","CPSC 215","6","Software Pkgs-Busn Applcations","3","","Lec","TR","1800-1915","LUTR 109","McClenney, David","14","Open","14","28","","","","",
"8193","CPSC 215","7","Software Pkgs-Busn Applcations","3","","Lec","MWF","1000-1050","LUTR 109","Davis, Kimberly","5","Open","23","28","","","","",
"8194","CPSC 215","8","Software Pkgs-Busn Applcations","3","","Lec","MWF","0900-0950","LUTR 109","Major, Derrick","16","Open","12","28","","","","",
"8195","CPSC 216","1","Multimedia and Web Publishing","3","","Lec","MWF","1100-1150","LUTR 109","Davis, Kimberly","1","Open","23","24","","","","",
"8196","CPSC 250","1","Progrmng for Data Manipulation","3","","Lec","TR","1800-1915","LUTR 236","Conner, David","0","Closed","24","24","","","","",
"8197","CPSC 250","2","Progrmng for Data Manipulation","3","","Lec","MW","1600-1715","LUTR 236","Connolly, Paul","1","Open","23","24","","","","",
"8198","CPSC 250","3","Progrmng for Data Manipulation","3","","Lec","TR","1500-1615","LUTR 258","Phelps, William","1","Open","23","24","","","","",
"8199","CPSC 250L","1","Prog for Data Manipulation Lab","1","","Lab","T","1930-2115","LUTR 236","Conner, David; Sheppard, Kenneth","4","Open","20","24","","","","",
"8200","CPSC 250L","2","Prog for Data Manipulation Lab","1","","Lab","W","1930-2115","LUTR 236","Conner, David; Ritter, Christopher","-1","Closed","25","24","","","","",
"8201","CPSC 250L","3","Prog for Data Manipulation Lab","1","","Lab","W","0900-1045","LUTR 323","Conner, David; Nguyen, Andrew","4","Open","20","24","","","","",
"8202","CPSC 255","1","Programming for Applications","3","","Lec","TR","1330-1445","LUTR 258","McElfresh, Scott","-1","Closed","25","24","","","","",
"8203","CPSC 255","2","Programming for Applications","3","","Lec","MW","1800-1915","LUTR 236","McElfresh, Scott","-2","Closed","26","24","","","","",
"8204","CPSC 255","3","Programming for Applications","3","","Lec","TR","1100-1215","LUTR 236","Siochi, Antonio","3","Open","21","24","","","","",
"8205","CPSC 256","1","C/C++ Prgm for Engr &amp; Scientis","3","","Lec","MWF","1000-1050","LUTR 236","Brash, Edward","5","Open","23","28","","","","",
"8206","CPSC 270","1","Data and File Structures","3","","Lec","TR","1330-1445","LUTR 236","Siochi, Antonio","5","Open","19","24","","","","",
"8207","CPSC 270","2","Data and File Structures","3","","Lec","TR","0800-0915","LUTR 236","Siochi, Antonio","16","Open","8","24","","","","",
"8208","CPSC 280","1","Intro to Software Engineering","3","","Lec","MWF","1100-1150","LUTR 258","Flores, Roberto","6","Open","27","33","","","","",
"8209","CPSC 327","1","C++ Programming","3","","Lec","MWF","1300-1350","FORBES 2014","Perkins, Keith","0","Closed","23","23","","","","",
"8210","CPSC 327","2","C++ Programming","3","","Lec","MWF","1500-1550","LUTR 236","Perkins, Keith","3","Open","20","23","","","","",
"8211","CPSC 335","1","Data Communication Systems","3","","Lec","TR","1100-1215","MCM 110","Riedl, Anton","-3","Closed","26","23","","","","",
"8212","CPSC 336","1","Network Implementation &amp; Admin","3","","Lec","TR","1330-1445","LUTR 323","Kreider, Christopher","2","Open","21","23","","","","",
"9366","CPSC 336","2","Network Implementation &amp; Admin","3","","Lec","TR","1630-1745","LUTR 323","Kreider, Christopher","7","Open","12","19","","","","",
"8213","CPSC 350","1","Information Systems Analysis","3","","Lec","TR","1630-1745","LUTR 121","Lapke, Michael","4","Open","22","26","","","","",
"8214","CPSC 350","2","Information Systems Analysis","3","","Lec","TR","1100-1215","LUTR 258","Lapke, Michael","2","Open","24","26","","","","",
"8215","CPSC 360","1","Programming Language Concepts","3","","Lec","MWF","1000-1050","LUTR 258","Flores, Roberto","5","Open","28","33","","","","",
"8216","CPSC 410","1","Operating Systems I","3","","Lec","TR","0930-1045","LUTR 258","Perkins, Keith","2","Open","22","24","","","","",
"8217","CPSC 420","1","Algorithms","3","","Lec","TR","0800-0915","LUTR 258","McElfresh, Scott","-3","Closed","27","24","","","","",
"8219","CPSC 440","1","Database Management Systems","3","","Lec","MWF","1400-1450","LUTR 236","Almalag, Mohammad","-1","Closed","25","24","","","","",
"8220","CPSC 440","2","Database Management Systems","3","","Lec","MWF","1300-1350","LUTR 236","Almalag, Mohammad","-1","Closed","25","24","","","","",
"8221","CPSC 441","1","Big Data Technologies","3","","Lec","TR","0930-1045","LUTR 109","Kreider, Christopher","10","Open","9","19","","","","",
"8222","CPSC 445","1","WI: Information Systems Lab","3","  WI","Ind","TR","1500-1615","LUTR 322","McElfresh, Scott","5","Open","7","12","","","","",
"8223","CPSC 471","1","Applied Artificial Intelligenc","3","","Lec","MW","1800-1915","LUTR 322","Conner, David","0","Closed","23","23","","","","",
"8224","CPSC 475","1","Android Mobile Computing","3","","Lec","MWF","0800-0850","LUTR 258","Perkins, Keith","10","Open","9","19","","","","",
"8225","CPSC 480","1","Software Design/Development","3","","Lec","MW","1600-1715","LUTR 121","Flores, Roberto","2","Open","12","14","","","","",
"8226","CPSC 498","1","Capstone Project-Comp Science","3","","Lec","TR","1500-1615","LUTR 322","McElfresh, Scott","15","Open","9","24","","","","",
"8227","CPSC 501","1","Software Sys Dsgn/Implmentatn","3","","Lec","MW","1600-1715","LUTR 121","Flores, Roberto","1","Open","9","10","","","","",
"8228","CPSC 510","1","Artificial Intelligence I","3","","Lec","MW","1800-1915","LUTR 322","Conner, David","2","Open","8","10","","","","",
"8229","CPSC 575","1","Mobile Computing","3","","Lec","MWF","0800-0850","LUTR 258","Perkins, Keith","1","Open","4","5","","","","",
"9440","CPSC 599","1","IND ST: Research Methods","3","","Ind","","","ARR ","Lapke, Michael","-1","Closed","1","0","","","","",
"9450","CPSC 599","2","IND ST: ID Mgmt &amp; Access Contr","3","","Ind","","","ARR ","Kreider, Christopher","-1","Closed","1","0","","","","",
"8521","CRIM 208","1R","Crime in America","3","","Lec","MWF","1100-1150","LUTR 269","Briddell, Laine","-1","Closed","36","35","","","","",
"8522","CRIM 208","2R","Crime in America","3","","Lec","MWF","1200-1250","LUTR 269","Briddell, Laine","1","Open","34","35","","","","",
"8524","CRIM 354","1","Policing in the 21st Century","3","","Lec","R","1800-2045","TRIB 208","Keener, Steven","0","Closed","24","24","","","","",
"8525","CRIM 357","1","Incarceration and Punishment","3","","Lec","TR","0800-0915","LUTR 167","Keener, Steven","1","Open","18","19","","","","",
"8526","CRIM 357","2","Incarceration and Punishment","3","","Lec","TR","1500-1615","FORBES 2070A","Keener, Steven","-4","Closed","27","23","","","","",
"8527","CRIM 390","1","WI: Criminological Theory","3","  WI","Lec","TR","1100-1215","LUTR 264","Briddell, Laine","-1","Closed","25","24","","","","",
"9243","CRIM 395","1","SPC TP: Women &amp; Crime","3","","Lec","T","1800-2045","FORBES 2070D","Snell, Julie","0","Closed","14","14","","","","",
"9245","CRIM 395","2","SPC TP: Forensic Anthropology","3","","Lec","M","1800-2045","LUTR 376","Santillan, Perla","-2","Closed","16","14","","","","",
"8528","CRIM 491","1","Internship in Criminology","3","","Int","","","ARR ","Briddell, Laine","-21","Closed","21","0","","","","",
"8230","CYBR 198","1C","First Yr Cybersecurity Seminar","1","","Lec","F","1000-1050","LUTR 322","Kreider, Christopher","7","Open","22","29","","","","",
"8231","CYBR 298","1","Second Yr Cybersecurity Seminr","1","","Lec","F","1000-1050","LUTR 322","Kreider, Christopher","2","Open","4","6","","","","",
"8232","CYBR 328","1","Fndtns &amp; Princ of Cybersecurty","3","","Lec","TR","0930-1045","LUTR 323","Lapke, Michael","12","Open","12","24","","","","",
"8233","CYBR 428","1","Network Security &amp; Cryptogrphy","3","","Lec","TR","0800-0915","LUTR 323","Major, Derrick; Kreider, Christopher","8","Open","16","24","","","","",
"8854","DANC 204","1","Ballet I","3","  AICE","Lec","MW","1300-1415","FERG T177","Lloyd, Laura","0","Closed","17","17","","","","",
"8855","DANC 204","2","Ballet I","3","  AICE","Lec","MW","1100-1215","FERG T177","Lent, Jennifer","0","Closed","17","17","","","","",
"8856","DANC 205","1","Classic Jazz Technique","3","  AICE","Lec","MW","0930-1045","FERG T177","Lent, Jennifer","1","Open","16","17","","","","",
"8857","DANC 206","1","Modern Dance I","3","  AICE","Lec","TR","0930-1045","FERG T177","Fink, Victoria","0","Closed","17","17","","","","",
"8858","DANC 206","2","Modern Dance I","3","  AICE","Lec","TR","1630-1745","FERG T177","Fink, Victoria","0","Closed","17","17","","","","",
"9189","DANC 207","1","Beginning Tap","3","","Lec","TR","1500-1615","FERG T177","Lloyd, Laura","-1","Closed","18","17","","","","",
"8859","DANC 330","1","Dance Styles","3","","Lec","MW","1430-1545","FERG T177","Lloyd, Laura","-2","Closed","19","17","","","","",
"8860","DANC 360","1","Afro-Caribbean","3","  AIGM","Lec","TR","1100-1215","FERG T177","Bellecci, Ann","6","Open","11","17","","","","",
"9341","DANC 499","1","IND ST: Dance Pedagogy","1 - 3","","Ind","","","ARR ","Lloyd, Laura","-2","Closed","2","0","","","","",
"9342","DANC 499","2","IND ST: Choreographing Dance","3","","Ind","","","ARR ","Lloyd, Laura","-2","Closed","2","0","","","","",
"9435","DANC 499","3","IND ST: Impact of Racial Bias","3","","Ind","","","ARR ","Bellecci, Ann","-1","Closed","1","0","","","","",
"8235","DATA 201","1","Introduction to Data Science","3","","Lec","TR","1630-1745","LUTR 258","Phelps, William","7","Open","17","24","","","","",
"8405","ECON 200","2","The Economic Way of Thinking","3","  LLFE","Lec","T","1800-2100","FORBES 2015","Jiang, Yixiao","1","Open","42","43","","","","",
"8406","ECON 200","3","The Economic Way of Thinking","3","  LLFE","Lec","MW","1600-1715","LUTR 170","Jiang, Yixiao","-1","Closed","27","26","","","","",
"8407","ECON 200","4","The Economic Way of Thinking","3","  LLFE","Lec","MW","1800-1915","LUTR 142","Jiang, Yixiao","0","Closed","19","19","","","","",
"8408","ECON 200","5","The Economic Way of Thinking","3","  LLFE","Lec","MWF","1300-1350","LUTR 264","Hamed, Hazem","1","Open","23","24","","","","",
"8409","ECON 200","6","The Economic Way of Thinking","3","  LLFE","Lec","MWF","1400-1450","LUTR 264","Hamed, Hazem","1","Open","25","26","","","","",
"8410","ECON 201","1","Principles of Macroeconomics","3","  LLFE","Lec","MWF","1000-1050","LUTR 121","Kotula, Gemma","3","Open","92","95","","","","",
"8411","ECON 201","2M","Principles of Macroeconomics","3","  LLFE","Lec","MWF","1100-1150","LUTR 137","Kotula, Gemma","1","Open","18","19","","","","",
"8412","ECON 201","3M","Principles of Macroeconomics","3","  LLFE","Lec","TR","1330-1445","LUTR 121","He, Zhaochen","5","Open","90","95","","","","",
"8413","ECON 201","4M","Principles of Macroeconomics","3","  LLFE","Lec","TR","1100-1215","FORBES 1022","Pradhan, Gyanendra","3","Open","92","95","","","","",
"8414","ECON 201","5C","Principles of Macroeconomics","3","  LLFE","Lec","W","1800-2100","LUTR 170","Harford, Joshua","1","Open","18","19","","","","",
"8415","ECON 201","6M","Principles of Macroeconomics","3","  LLFE","Lec","T","1800-2100","LUTR 269","Harford, Joshua","0","Closed","26","26","","","","",
"8416","ECON 201","7","Principles of Macroeconomics","3","  LLFE","Lec","W","1800-2100","LUTR 347","Winder, Robert","0","Closed","26","26","","","","",
"8417","ECON 201","8","Principles of Macroeconomics","3","  LLFE","Lec","R","1800-2100","LUTR 347","Harford, Joshua","1","Open","25","26","","","","",
"8418","ECON 202","1M","Principles of Microeconomics","3","  LLFE","Lec","TR","1500-1615","LUTR 121","Taylor, Travis","1","Open","94","95","","","","",
"8419","ECON 202","2M","Principles of Microeconomics","3","  LLFE","Lec","M","1800-2100","MCM 164","Hines, Sunita","0","Closed","26","26","","","","",
"8420","ECON 202","3C","Principles of Microeconomics","3","  LLFE","Lec","R","1800-2100","LUTR 269","Cann-Tamakloe, Ralph","3","Open","23","26","","","","",
"8421","ECON 202","4","Principles of Microeconomics","3","  LLFE","Lec","T","1800-2100","LUTR 347","Hamed, Hazem","0","Closed","19","19","","","","",
"8422","ECON 202","5","Principles of Microeconomics","3","  LLFE","Lec","T","1800-2100","FORBES 2070C","Cann-Tamakloe, Ralph","8","Open","18","26","","","","",
"8423","ECON 202","6","Principles of Microeconomics","3","  LLFE","Lec","W","1800-2100","MCM 114","Hines, Sunita","0","Closed","19","19","","","","",
"8424","ECON 203","1","Environmental Economic Literac","3","","Lec","TR","1100-1215","FORBES 3012","Cann-Tamakloe, Ralph","0","Closed","19","19","","","","",
"8425","ECON 300","1","Quantitative Methods in ECON","3","","Lec","MWF","0900-0950","LUTR 269","Hamed, Hazem","11","Open","8","19","","","","",
"8426","ECON 300","2","Quantitative Methods in ECON","3","","Lec","MWF","1000-1050","LUTR 269","Hamed, Hazem","0","Closed","19","19","","","","",
"8427","ECON 304","1","Interm Macroeconomic Analysis","3","","Lec","TR","1330-1445","LUTR 264","Winder, Robert","0","Closed","26","26","","","","",
"8428","ECON 304","2","Interm Macroeconomic Analysis","3","","Lec","TR","1500-1615","LUTR 264","Winder, Robert","0","Closed","19","19","","","","",
"9254","ECON 320","1","European Integration","3","  AIWT","Lec","MW","1930-2045","FORBES 2074","Zestos, George","9","Open","17","26","","","","",
"8429","ECON 361","1","Labor Economics","3","","Lec","TR","0930-1045","FORBES 3014","He, Zhaochen","0","Closed","23","23","","","","",
"8430","ECON 400","1","Econ of Intl Contracting &amp; Org","3","","Lec","TR","0930-1045","LUTR 131","Taylor, Travis","0","Closed","15","15","","","","",
"8432","ECON 485","1","Applied Econometrics","3","","Lec","MW","1600-1715","FORBES 2090","Zestos, George","0","Closed","19","19","","","","",
"8433","ECON 485","2","Applied Econometrics","3","","Lec","MW","1800-1915","FORBES 2090","Zestos, George","0","Closed","19","19","","","","",
"9207","ECON 495","1","SPC TP: Tpcs in Financial Econ","3","","Lec","MW","1930-2045","LUTR 142","Jiang, Yixiao","2","Open","17","19","","","","",
"8236","EENG 321","1","Control Systems","3","","Lec","TR","1330-1445","LUTR 206","Doost Mohammadi, Farideh","1","Open","23","24","","","","",
"8237","EENG 321L","1","Control System Laboratory","1","","Lab","W","1800-2045","LUTR 206","Doost Mohammadi, Farideh","2","Open","22","24","","","","",
"8238","EENG 361","1","Communication Systems I","3","","Lec","MWF","1400-1450","LUTR 121","Backens, Jonathan","5","Open","24","29","","","","",
"8239","EENG 361L","1","Communication Systems Lab","1","","Lab","M","1800-2045","LUTR 206","Backens, Jonathan","1","Open","23","24","","","","",
"8240","EENG 481","1","Digital Signal Processing","3","","Lec","TR","1630-1745","LUTR 206","Fernandez, Jose","2","Open","16","18","","","","",
"9405","EENG 497","1","WI:Electrical Eng Capstn Des 1","2","  WI","Lec","MWF","1300-1350","LUTR 121","Riedl, Anton; Backens, Jonathan","3","Open","26","29","","","","",
"8241","EENG 498","1","Electrical Engineerng Capstn 2","2","","Ind","MWF","1300-1350","LUTR 121","Backens, Jonathan","0","Closed","1","1","","","","",
"9114","ENGL 123","10","First-Year Writing Seminar","3","  LLFW","Lec","TR","1800-1915","MCM 207","Stewart, Nathan","0","Closed","19","19","","","","",
"9302","ENGL 123","13","First-Year Writing Seminar","3","  LLFW","Lec","MWF","1000-1050","MCM 260","Lebron, Georgepierre","1","Open","18","19","","","","",
"9303","ENGL 123","14","First-Year Writing Seminar","3","  LLFW","Lec","MWF","1100-1150","MCM 260","Lebron, Georgepierre","1","Open","18","19","","","","",
"9305","ENGL 123","15","First-Year Writing Seminar","3","  LLFW","Lec","MWF","0900-0950","MCM 260","Lebron, Georgepierre","0","Closed","19","19","","","","",
"9367","ENGL 123","16","First-Year Writing Seminar","3","  LLFW","Lec","MWF","1400-1450","MCM 362","Davis, Cynthia","0","Closed","19","19","","","","",
"9105","ENGL 123","1C","First-Year Writing Seminar","3","  LLFW","Lec","TR","0930-1045","MCM 310","Apolloni, Jessica","0","Closed","19","19","","","","",
"9106","ENGL 123","2C","First-Year Writing Seminar","3","  LLFW","Lec","MWF","0900-0950","MCM 357","Bunch, Imogene","1","Open","18","19","","","","",
"9107","ENGL 123","3C","First-Year Writing Seminar","3","  LLFW","Lec","MWF","1000-1050","MCM 357","Bunch, Imogene","3","Open","16","19","","","","",
"9108","ENGL 123","4","First-Year Writing Seminar","3","  LLFW","Lec","MWF","1100-1150","MCM 307","Davis, Cynthia","0","Closed","19","19","","","","",
"9109","ENGL 123","5C","First-Year Writing Seminar","3","  LLFW","Lec","TR","0930-1045","MCM 362","Eleftheriou, Joanna","0","Closed","19","19","","","","",
"9112","ENGL 123","8C","First-Year Writing Seminar","3","  LLFW","Lec","MWF","0900-0950","MCM 364","Rose, Andrew","0","Closed","19","19","","","","",
"9113","ENGL 123","9C","First-Year Writing Seminar","3","  LLFW","Lec","MWF","1000-1050","MCM 364","Rose, Andrew","0","Closed","19","19","","","","",
"9117","ENGL 200","1","Lit Foundation I:Ancient-17thC","3","","Lec","TR","1100-1215","FORBES 3014","Rowley, Sharon","2","Open","27","29","","","","",
"9118","ENGL 201","1","Lit Foundation II:18thC-mid 19","3","","Lec","MWF","1000-1050","MCM 164","Marinova, Margarita","1","Open","28","29","","","","",
"9119","ENGL 202","1","Lit Foundation III: Mid 19thC-","3","","Lec","MWF","0900-0950","MCM 160","Garton-Gundling, Kyle","10","Open","19","29","","","","",
"9316","ENGL 210","1","Introduction to Journalism","3","","Lec","MWF","1300-1350","MCM 257","Davis, Cynthia","12","Open","7","19","","","","",
"9120","ENGL 215","1","Popular Genres","3","  AICE","Lec","TR","1100-1215","MCM 310","Apolloni, Jessica","1","Open","28","29","","","","",
"9121","ENGL 223","1","Second-Year Writing Seminar","3","  LLFW","Lec","MWF","1300-1350","MCM 310","Bunch, Imogene","0","Closed","19","19","","","","",
"9130","ENGL 223","10","Second-Year Writing Seminar","3","  LLFW","Lec","MWF","1200-1250","MCM 216","Hopkins, Patricia","1","Open","18","19","","","","",
"9131","ENGL 223","11","Second-Year Writing Seminar","3","  LLFW","Lec","TR","1500-1615","MCM 307","Shortsleeve, Kevin","2","Open","17","19","","","","",
"9132","ENGL 223","12","Second-Year Writing Seminar","3","  LLFW","Lec","TR","1630-1745","MCM 314","Rowley, Sharon","2","Open","17","19","","","","",
"9133","ENGL 223","13","Second-Year Writing Seminar","3","  LLFW","Lec","TR","1800-1915","MCM 307","Keeling, Kara","1","Open","18","19","","","","",
"9134","ENGL 223","14","Second-Year Writing Seminar","3","  LLFW","Lec","TR","1330-1445","MCM 316","Rowley, Sharon","1","Open","18","19","","","","",
"9135","ENGL 223","15","Second-Year Writing Seminar","3","  LLFW","Lec","TR","1100-1215","MCM 212","Shortsleeve, Kevin","0","Closed","19","19","","","","",
"9136","ENGL 223","16","Second-Year Writing Seminar","3","  LLFW","Lec","TR","1930-2045","MCM 207","Stewart, Nathan","5","Open","14","19","","","","",
"9137","ENGL 223","17","Second-Year Writing Seminar","3","  LLFW","Lec","TR","0930-1045","MCM 262","Teekell, Anna","0","Closed","19","19","","","","",
"9138","ENGL 223","18","Second-Year Writing Seminar","3","  LLFW","Lec","TR","1100-1215","MCM 262","Teekell, Anna","1","Open","18","19","","","","",
"9122","ENGL 223","2","Second-Year Writing Seminar","3","  LLFW","Lec","MWF","1400-1450","MCM 310","Bunch, Imogene","3","Open","16","19","","","","",
"9123","ENGL 223","3","Second-Year Writing Seminar","3","  LLFW","Lec","TR","0800-0915","MCM 314","Carney, Jason","0","Closed","19","19","","","","",
"9124","ENGL 223","4","Second-Year Writing Seminar","3","  LLFW","Lec","TR","0930-1045","MCM 314","Carney, Jason","0","Closed","19","19","","","","",
